estproduto,pronome,tn,unimedida,estfilho,pronome,unimedida,fase,estqtduso
360609000467,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00467      ,240,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,4.0000
360609000467,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00467      ,240,UN,360602000916,MODULO DE DESCARGA INCLINADO 30G V2               ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000181,MODULO EXTREMIDADE PENEIRA D 1.5                  ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000790,MODULO FUNIL SAIDA PRODUTO LIMPO D320 V2          ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000174,MODULO INTERMEDIARIO PENEIRA D 13                 ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360605000580,CJ PLATAFORMA AC240 V2 TERRINHA ESCADA MARINHEIRO ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,351501000035,AMORTECEDOR FINAL D320 C/TAMPA SAE 1045           ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360605000571,CICLONE D1500 AC 180-240 C/ECLUSA D35 V2          ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360605000652,COMPLEMENTOS ADEQ CORRIMAO AC240 V2 TERR NPT2(MS) ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360602000916,MODULO DE DESCARGA INCLINADO 30G V2               ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000063,MODULO INTERMEDIARIO PENEIRA D 11                 ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000467,MODULO CAIXA DE ENSAQUE MANUAL TERRINHA           ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,3.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000170,MODULO EXTREMIDADE PENEIRA PARCIAL OBL 9 X 15     ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000176,MODULO EXTREMIDADE PENEIRA PARCIAL D 13           ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000736,FECHAMENTO SUP FUNIL DE CARGA D320 C REGULAGE V2  ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360605000584,MAQUINA INDIVIDUAL AC240 V2 TERRINHA              ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000067,MODULO EXTREMIDADE PENEIRA PARCIAL D 11           ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000432,MODULO EXTREMIDADE PENEIRA D 2                    ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000073,MODULO EXTREMIDADE PENEIRA D 4.5                  ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000168,MODULO EXTREMIDADE PENEIRA OBL 9 X 15             ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000070,MODULO INTERMEDIARIO PENEIRA D 4.5                ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,6.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360605000763,MODULO ITENS FREQ 60HZ M30-Sn10 AC240 V2 - CESTAR ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000071,MODULO EXTREMIDADE PENEIRA D 3.5                  ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360605000144,MODULO VENTILACAO AUXILIAR INF                    ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000065,MODULO EXTREMIDADE PENEIRA D 11                   ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000166,MODULO INTERMEDIARIO PENEIRA OBL 9 X 15           ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360601000175,MODULO EXTREMIDADE PENEIRA D 13                   ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,4.0000
360609000468,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00468      ,240,UN,360602000867,TRANSICAO SAIDA DE IMPUREZA D320 AC240/300 V2     ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000069,MODULO INTERMEDIARIO PENEIRA D 4                  ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360605000594,APOIOS DE COMPENSACAO 1.0M AC240 V2               ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,5.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000166,MODULO INTERMEDIARIO PENEIRA OBL 9 X 15           ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000141,MODULO INTERMEDIARIO PENEIRA OVAL 4 X 10          ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,11.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360605000584,MAQUINA INDIVIDUAL AC240 V2 TERRINHA              ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,6.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360605000144,MODULO VENTILACAO AUXILIAR INF                    ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000145,MODULO INTERMEDIARIO PENEIRA OBL 1.75 X 22        ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000067,MODULO EXTREMIDADE PENEIRA PARCIAL D 11           ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360605000652,COMPLEMENTOS ADEQ CORRIMAO AC240 V2 TERR NPT2(MS) ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360605000869,MODULO ITENS FREQ 60HZ M30-Sn10 AC240 V2 CESTARI  ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000072,MODULO EXTREMIDADE PENEIRA D 4                    ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000190,MODULO INTERMEDIARIO PENEIRA D 3                  ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000181,MODULO EXTREMIDADE PENEIRA D 1.5                  ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601001191,MODULO FUNIL SAIDA PRODUTO LIMPO D320 V2.1        ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000168,MODULO EXTREMIDADE PENEIRA OBL 9 X 15             ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000150,MODULO EXTREMIDADE PENEIRA OBL 1.75 X 22          ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000817,MODULO TRANS SAIDA IMPUREZA BAG AC240/300 V2      ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000432,MODULO EXTREMIDADE PENEIRA D 2                    ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000191,MODULO EXTREMIDADE PENEIRA D 3                    ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000736,FECHAMENTO SUP FUNIL DE CARGA D320 C REGULAGE V2  ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360605000571,CICLONE D1500 AC 180-240 C/ECLUSA D35 V2          ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360605000580,CJ PLATAFORMA AC240 V2 TERRINHA ESCADA MARINHEIRO ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000146,MODULO EXTREMIDADE PENEIRA OVAL 4 X 10            ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,351501000035,AMORTECEDOR FINAL D320 C/TAMPA SAE 1045           ,UN,90,1.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000170,MODULO EXTREMIDADE PENEIRA PARCIAL OBL 9 X 15     ,UN,90,4.0000
360609000469,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00469      ,240,UN,360601000151,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 10    ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360605000144,MODULO VENTILACAO AUXILIAR INF                    ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000067,MODULO EXTREMIDADE PENEIRA PARCIAL D 11           ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360605000869,MODULO ITENS FREQ 60HZ M30-Sn10 AC240 V2 CESTARI  ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000145,MODULO INTERMEDIARIO PENEIRA OBL 1.75 X 22        ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000191,MODULO EXTREMIDADE PENEIRA D 3                    ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000150,MODULO EXTREMIDADE PENEIRA OBL 1.75 X 22          ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360605000594,APOIOS DE COMPENSACAO 1.0M AC240 V2               ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000141,MODULO INTERMEDIARIO PENEIRA OVAL 4 X 10          ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000736,FECHAMENTO SUP FUNIL DE CARGA D320 C REGULAGE V2  ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000072,MODULO EXTREMIDADE PENEIRA D 4                    ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000432,MODULO EXTREMIDADE PENEIRA D 2                    ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,351501000035,AMORTECEDOR FINAL D320 C/TAMPA SAE 1045           ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360605000571,CICLONE D1500 AC 180-240 C/ECLUSA D35 V2          ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,6.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360605000584,MAQUINA INDIVIDUAL AC240 V2 TERRINHA              ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601001191,MODULO FUNIL SAIDA PRODUTO LIMPO D320 V2.1        ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,11.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000151,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 10    ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000168,MODULO EXTREMIDADE PENEIRA OBL 9 X 15             ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000170,MODULO EXTREMIDADE PENEIRA PARCIAL OBL 9 X 15     ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000181,MODULO EXTREMIDADE PENEIRA D 1.5                  ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000190,MODULO INTERMEDIARIO PENEIRA D 3                  ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360605000580,CJ PLATAFORMA AC240 V2 TERRINHA ESCADA MARINHEIRO ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000817,MODULO TRANS SAIDA IMPUREZA BAG AC240/300 V2      ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,5.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000146,MODULO EXTREMIDADE PENEIRA OVAL 4 X 10            ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360605000652,COMPLEMENTOS ADEQ CORRIMAO AC240 V2 TERR NPT2(MS) ,UN,90,1.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000166,MODULO INTERMEDIARIO PENEIRA OBL 9 X 15           ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,360601000069,MODULO INTERMEDIARIO PENEIRA D 4                  ,UN,90,4.0000
360609000470,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00470      ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000065,MODULO EXTREMIDADE PENEIRA D 11                   ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,351501000035,AMORTECEDOR FINAL D320 C/TAMPA SAE 1045           ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000170,MODULO EXTREMIDADE PENEIRA PARCIAL OBL 9 X 15     ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360605000580,CJ PLATAFORMA AC240 V2 TERRINHA ESCADA MARINHEIRO ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360605000571,CICLONE D1500 AC 180-240 C/ECLUSA D35 V2          ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000176,MODULO EXTREMIDADE PENEIRA PARCIAL D 13           ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000070,MODULO INTERMEDIARIO PENEIRA D 4.5                ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000736,FECHAMENTO SUP FUNIL DE CARGA D320 C REGULAGE V2  ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360605000584,MAQUINA INDIVIDUAL AC240 V2 TERRINHA              ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360605000652,COMPLEMENTOS ADEQ CORRIMAO AC240 V2 TERR NPT2(MS) ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000067,MODULO EXTREMIDADE PENEIRA PARCIAL D 11           ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,11.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000181,MODULO EXTREMIDADE PENEIRA D 1.5                  ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000063,MODULO INTERMEDIARIO PENEIRA D 11                 ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,5.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000188,MODULO EXTREMIDADE PENEIRA D 2.5                  ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000073,MODULO EXTREMIDADE PENEIRA D 4.5                  ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360605000144,MODULO VENTILACAO AUXILIAR INF                    ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360605000916,MODULO ITENS FREQ 60HZ M30-Sn10 AC240 V2 - CESTAR ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601001191,MODULO FUNIL SAIDA PRODUTO LIMPO D320 V2.1        ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000174,MODULO INTERMEDIARIO PENEIRA D 13                 ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360605000594,APOIOS DE COMPENSACAO 1.0M AC240 V2               ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000817,MODULO TRANS SAIDA IMPUREZA BAG AC240/300 V2      ,UN,90,1.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000168,MODULO EXTREMIDADE PENEIRA OBL 9 X 15             ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000071,MODULO EXTREMIDADE PENEIRA D 3.5                  ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,6.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000166,MODULO INTERMEDIARIO PENEIRA OBL 9 X 15           ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000175,MODULO EXTREMIDADE PENEIRA D 13                   ,UN,90,4.0000
360609000471,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00471      ,240,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,4.0000
360609000472,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00472      ,240,UN,360601000072,MODULO EXTREMIDADE PENEIRA D 4                    ,UN,90,4.0000
360609000472,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00472      ,240,UN,360601000181,MODULO EXTREMIDADE PENEIRA D 1.5                  ,UN,90,4.0000
360609000472,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00472      ,240,UN,360601000145,MODULO INTERMEDIARIO PENEIRA OBL 1.75 X 22        ,UN,90,4.0000
360609000472,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00472      ,240,UN,360601000151,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 10    ,UN,90,4.0000
360609000472,MAQUINA DE PRE-LIMPEZA MLAC-240 V2 N°AC00472      ,240,UN,360601000432,MODULO EXTREMIDADE PENEIRA D 2                    ,UN,90,4.0000
